Geo Key,City,Country/Region,State/Province,Postal Code,Region
Richmond|Virginia,Richmond,United States,Virginia,23223,South
Rio Rancho|New Mexico,Rio Rancho,United States,New Mexico,87124,West
Riverside|California,Riverside,United States,California,92503,West
Rochester|Minnesota,Rochester,United States,Minnesota,55901,Central
Rochester|New York,Rochester,United States,New York,14609,East
Rochester Hills|Michigan,Rochester Hills,United States,Michigan,48307,Central
Rock Hill|South Carolina,Rock Hill,United States,South Carolina,29730,South
Rockford|Illinois,Rockford,United States,Illinois,61107,Central
Rockville|Maryland,Rockville,United States,Maryland,20852,East
Rogers|Arkansas,Rogers,United States,Arkansas,72756,South
Rome|New York,Rome,United States,New York,13440,East
Romeoville|Illinois,Romeoville,United States,Illinois,60441,Central
Roseville|California,Roseville,United States,California,95661,West
Roseville|Michigan,Roseville,United States,Michigan,48066,Central
Roseville|Minnesota,Roseville,United States,Minnesota,55113,Central
Roswell|Georgia,Roswell,United States,Georgia,30076,South
Round Rock|Texas,Round Rock,United States,Texas,78664,Central
Royal Oak|Michigan,Royal Oak,United States,Michigan,48073,Central
Sacramento|California,Sacramento,United States,California,95823,West
Saginaw|Michigan,Saginaw,United States,Michigan,48601,Central
Saint Charles|Illinois,Saint Charles,United States,Illinois,60174,Central
Saint Charles|Missouri,Saint Charles,United States,Missouri,63301,Central
Saint Cloud|Minnesota,Saint Cloud,United States,Minnesota,56301,Central
Saint Louis|Missouri,Saint Louis,United States,Missouri,63116,Central
Saint Paul|Minnesota,Saint Paul,United States,Minnesota,55106,Central
Saint Peters|Missouri,Saint Peters,United States,Missouri,63376,Central
Saint Petersburg|Florida,Saint Petersburg,United States,Florida,33710,South
Salem|Oregon,Salem,United States,Oregon,97301,West
Salem|Virginia,Salem,United States,Virginia,24153,South
Salinas|California,Salinas,United States,California,93905,West
Salt Lake City|Utah,Salt Lake City,United States,Utah,84106,West
San Angelo|Texas,San Angelo,United States,Texas,76903,Central
San Antonio|Texas,San Antonio,United States,Texas,78207,Central
San Bernardino|California,San Bernardino,United States,California,92404,West
San Clemente|California,San Clemente,United States,California,92672,West
San Diego|California,San Diego,United States,California,92024,West
San Francisco|California,San Francisco,United States,California,94109,West
San Gabriel|California,San Gabriel,United States,California,91776,West
San Jose|California,San Jose,United States,California,95123,West
San Luis Obispo|California,San Luis Obispo,United States,California,93405,West
San Marcos|Texas,San Marcos,United States,Texas,78666,Central
San Mateo|California,San Mateo,United States,California,94403,West
Sandy Springs|Georgia,Sandy Springs,United States,Georgia,30328,South
Sanford|Florida,Sanford,United States,Florida,32771,South
Santa Ana|California,Santa Ana,United States,California,92704,West
Santa Barbara|California,Santa Barbara,United States,California,93101,West
Santa Clara|California,Santa Clara,United States,California,95051,West
Santa Fe|New Mexico,Santa Fe,United States,New Mexico,87505,West
Santa Maria|California,Santa Maria,United States,California,93454,West
Scottsdale|Arizona,Scottsdale,United States,Arizona,85254,West
Seattle|Washington,Seattle,United States,Washington,98103,West
Sheboygan|Wisconsin,Sheboygan,United States,Wisconsin,53081,Central
Shelton|Connecticut,Shelton,United States,Connecticut,6484,East
Sierra Vista|Arizona,Sierra Vista,United States,Arizona,85635,West
Sioux Falls|South Dakota,Sioux Falls,United States,South Dakota,57103,Central
Skokie|Illinois,Skokie,United States,Illinois,60076,Central
Smyrna|Georgia,Smyrna,United States,Georgia,30080,South
Smyrna|Tennessee,Smyrna,United States,Tennessee,37167,South
South Bend|Indiana,South Bend,United States,Indiana,46614,Central
Southaven|Mississippi,Southaven,United States,Mississippi,38671,South
Sparks|Nevada,Sparks,United States,Nevada,89431,West
Spokane|Washington,Spokane,United States,Washington,99207,West
Springdale|Arkansas,Springdale,United States,Arkansas,72762,South
Springfield|Missouri,Springfield,United States,Missouri,65807,Central
Springfield|Ohio,Springfield,United States,Ohio,45503,East
Springfield|Oregon,Springfield,United States,Oregon,97477,West
Springfield|Virginia,Springfield,United States,Virginia,22153,South
St. John's|Newfoundland and Labrador,St. John's,Canada,Newfoundland and Labrador,A0A,East
Sterling Heights|Michigan,Sterling Heights,United States,Michigan,48310,Central
Stockton|California,Stockton,United States,California,95207,West
Suffolk|Virginia,Suffolk,United States,Virginia,23434,South
Summerville|South Carolina,Summerville,United States,South Carolina,29483,South
Sunnyvale|California,Sunnyvale,United States,California,94086,West
Superior|Wisconsin,Superior,United States,Wisconsin,54880,Central
Tallahassee|Florida,Tallahassee,United States,Florida,32303,South
Tamarac|Florida,Tamarac,United States,Florida,33319,South
Tampa|Florida,Tampa,United States,Florida,33614,South
Taylor|Michigan,Taylor,United States,Michigan,48180,Central
Temecula|California,Temecula,United States,California,92592,West
Tempe|Arizona,Tempe,United States,Arizona,85281,West
Texarkana|Arkansas,Texarkana,United States,Arkansas,71854,South
Texas City|Texas,Texas City,United States,Texas,77590,Central
The Colony|Texas,The Colony,United States,Texas,75056,Central
Thomasville|North Carolina,Thomasville,United States,North Carolina,27360,South
Thornton|Colorado,Thornton,United States,Colorado,80229,West
Thousand Oaks|California,Thousand Oaks,United States,California,91360,West
Tigard|Oregon,Tigard,United States,Oregon,97224,West
Tinley Park|Illinois,Tinley Park,United States,Illinois,60477,Central
Toledo|Ohio,Toledo,United States,Ohio,43615,East
Toronto|Ontario,Toronto,Canada,Ontario,M2N,East
Torrance|California,Torrance,United States,California,90503,West
Trenton|Michigan,Trenton,United States,Michigan,48183,Central
Troy|New York,Troy,United States,New York,12180,East
Troy|Ohio,Troy,United States,Ohio,45373,East
Tucson|Arizona,Tucson,United States,Arizona,85705,West
Tulsa|Oklahoma,Tulsa,United States,Oklahoma,74133,Central
Tuscaloosa|Alabama,Tuscaloosa,United States,Alabama,35401,South
Twin Falls|Idaho,Twin Falls,United States,Idaho,83301,West
Tyler|Texas,Tyler,United States,Texas,75701,Central
Urbandale|Iowa,Urbandale,United States,Iowa,50322,Central
Utica|New York,Utica,United States,New York,13501,East
Vacaville|California,Vacaville,United States,California,95687,West
Vallejo|California,Vallejo,United States,California,94591,West
Vancouver|British Columbia,Vancouver,Canada,British Columbia,V5K,West
Vancouver|Washington,Vancouver,United States,Washington,98661,West
Vineland|New Jersey,Vineland,United States,New Jersey,8360,East
Virginia Beach|Virginia,Virginia Beach,United States,Virginia,23464,South
Visalia|California,Visalia,United States,California,93277,West
Waco|Texas,Waco,United States,Texas,76706,Central
Warner Robins|Georgia,Warner Robins,United States,Georgia,31088,South
Warwick|Rhode Island,Warwick,United States,Rhode Island,2886,East
Washington|District of Columbia,Washington,United States,District of Columbia,20016,East
Waterbury|Connecticut,Waterbury,United States,Connecticut,6708,East
Waterloo|Iowa,Waterloo,United States,Iowa,50701,Central
Watertown|New York,Watertown,United States,New York,13601,East
Waukesha|Wisconsin,Waukesha,United States,Wisconsin,53186,Central
Wausau|Wisconsin,Wausau,United States,Wisconsin,54401,Central
Waynesboro|Virginia,Waynesboro,United States,Virginia,22980,South
West Allis|Wisconsin,West Allis,United States,Wisconsin,53214,Central
West Jordan|Utah,West Jordan,United States,Utah,84084,West
West Palm Beach|Florida,West Palm Beach,United States,Florida,33407,South
Westfield|New Jersey,Westfield,United States,New Jersey,7090,East
Westland|Michigan,Westland,United States,Michigan,48185,Central
Westminster|California,Westminster,United States,California,92683,West
Wheeling|Illinois,Wheeling,United States,Illinois,60090,Central
Wheeling|West Virginia,Wheeling,United States,West Virginia,26003,East
Whittier|California,Whittier,United States,California,90604,West
Wichita|Kansas,Wichita,United States,Kansas,67212,Central
Wilmington|Delaware,Wilmington,United States,Delaware,19805,East
Wilmington|North Carolina,Wilmington,United States,North Carolina,28403,South
Wilson|North Carolina,Wilson,United States,North Carolina,27893,South
Winnipeg|Manitoba,Winnipeg,Canada,Manitoba,R0H,Central
Woodbury|Minnesota,Woodbury,United States,Minnesota,55125,Central
Woodland|California,Woodland,United States,California,95695,West
Woodstock|Georgia,Woodstock,United States,Georgia,30188,South
Woodstock|Illinois,Woodstock,United States,Illinois,60098,Central
Woonsocket|Rhode Island,Woonsocket,United States,Rhode Island,2895,East
Yonkers|New York,Yonkers,United States,New York,10701,East
York|Pennsylvania,York,United States,Pennsylvania,17403,East
Yucaipa|California,Yucaipa,United States,California,92399,West
Yuma|Arizona,Yuma,United States,Arizona,85364,West
